"time_stamp","row_id","nr_validation_vv","1_battv_avg","2_ptemp_c_avg","3_airtc_avg","4_rh","5_ghi_wm2_avg","6_ghi_kwh_tot","7_gpoa_wm2_avg","8_gpoa_kwh_tot","9_v_dc_ucy2_07_avg","10_i_dc_ucy2_07_avg","11_p_ac_ucy2_07_avg","12_e_ac_ucy2_07_tot","13_p_dc_ucy2_07_avg","14_e_dc_ucy2_07_tot","15_tmod_ucy2_07_avg"
"2019-01-01 00:00:00",23707,0,12.11,12.98,8.42,90.4,0,0,0.038,0.00001915353,1.124,0,1.474,0.0007367884,0,0,7.404
"2019-01-01 00:30:00",23708,0,12.11,13.14,8.83,88.6,0,0,0.068,0.00003412719,1.038,0,1.412,0.0007082061,0,0,7.182
"2019-01-01 01:00:00",23709,0,12.11,13.37,9.48,84.4,0,0,0.563,0.0002813737,1.429,0,1.67,0.0008352386,0,0,8.36
"2019-01-01 01:30:00",23710,0,12.11,13.79,9.59,94.9,0.004,0.000001986388,0.023,0.00001149177,1.568,0,1.537,0.0007685465,0,0,8.87
"2019-01-01 02:00:00",23711,0,12.11,14.01,9.25,96.7,0,0,0,0,1.45,0,1.181,0.0005907011,0,0,9.05
"2019-01-01 02:30:00",23712,0,12.11,14.11,9.25,96.7,0,0,0,0,1.386,0,1.461,0.0007304368,0,0,9.05
"2019-01-01 03:00:00",23713,0,12.11,14.2,9.29,97.3,0,0,0,0,1.377,0,1.353,0.000676448,0,0,9.24
"2019-01-01 03:30:00",23714,0,12.11,14.19,9.49,98.2,0,0,0,0,1.303,0,1.747,0.0008733483,0,0,9.44
"2019-01-01 04:00:00",23715,0,12.11,14.24,9.66,98.8,0,0,0,0,1.251,0,1.543,0.0007717223,0,0,9.54
"2019-01-01 04:30:00",23716,0,12.11,14.43,9.87,98.9,0,0,0,0,1.355,0,1.442,0.0007209093,0,0,9.84
"2019-01-01 05:00:00",23717,0,12.11,14.59,9.91,98.7,0,0,0,0,1.265,0,1.277,0.0006383382,0,0,9.8
"2019-01-01 05:30:00",23718,0,12.11,14.66,9.74,98.8,0,0,0,0,1.253,0,1.518,0.0007590191,0,0,9.65
"2019-01-01 06:00:00",23719,0,12.11,14.72,9.77,99,0,0,0,0,1.252,0,1.321,0.0006605689,0,0,9.73
"2019-01-01 06:30:00",23720,0,12.11,14.76,9.79,99.1,0,0,0,0,2.428,0,1.397,0.0006986787,0,0,9.72
"2019-01-01 07:00:00",23721,0,12.11,14.79,9.88,99.2,0.986,0.0004928528,0.919,0.0004592551,15.18,0.005,1.372,0.0006859754,0.165,0.00008259084,9.88
"2019-01-01 07:30:00",23722,0,12.11,14.85,10.08,99.1,17.54,0.008771276,15,0.007499031,124.3,0.09,1.842,0.0009209855,9.79,0.004895221,10.17
"2019-01-01 08:00:00",23723,0,12.11,14.89,10.08,98.7,23.33,0.01166603,20.46,0.01023183,114,0.165,2.083,0.001041666,18.83,0.009415215,10.24
"2019-01-01 08:30:00",23724,0,12.11,14.98,10.06,96,52.33,0.02616304,47.06,0.02352821,136.3,0.372,6.504,0.003252032,50.98,0.02548931,10.73
"2019-01-01 09:00:00",23725,0,12.11,15.04,10.05,95.6,26.67,0.01333628,23.05,0.0115257,120,0.181,2.166,0.001082952,21.89,0.01094468,10.53
"2019-01-01 09:30:00",23726,0,12.11,15.22,10.17,95.6,56.18,0.02808788,51.23,0.02561639,133.7,0.401,9.92,0.004960618,54.1,0.02705132,11.28
"2019-01-01 10:00:00",23727,0,12.11,15.62,10.7,88,190.6,0.09532482,178.5,0.08923769,146.9,1.379,170.7,0.08533407,203.7,0.1018401,14.97
"2019-01-01 10:30:00",23728,0,12.11,16.56,12.13,78.95,331.5,0.1657277,322.4,0.161184,146.2,2.462,318.4,0.1592079,360.1,0.1800555,22.84
"2019-01-01 11:00:00",23729,0,12.11,17.67,12.85,69.59,391.4,0.19571,394.7,0.1973353,145.4,3.041,392.7,0.1963604,441.4,0.2207073,23.33
"2019-01-01 11:30:00",23730,0,12.11,18.65,13.83,65.02,634.3,0.3171671,723,0.3614905,140.9,5.527,696.6,0.3482999,773.8,0.3869107,32.14
"2019-01-01 12:00:00",23731,0,12.11,19.94,14.75,62.28,528.2,0.2641076,597.2,0.2985894,139,4.527,556.6,0.2783208,620.8,0.3103799,36.24
"2019-01-01 12:30:00",23732,0,12.11,20.65,14.45,58.53,504.6,0.2522763,553.3,0.2766341,142.9,4.182,525,0.262481,588.2,0.2941124,29.31
"2019-01-01 13:00:00",23733,0,12.11,21.28,15.33,59.96,394.5,0.1972419,442.6,0.2212954,137.7,3.41,414.1,0.207072,466.2,0.2331147,36.13
"2019-01-01 13:30:00",23734,0,12.11,21.72,15.13,60.54,163.9,0.0819277,137.5,0.06872819,141.7,1.087,124.9,0.06247039,153.9,0.07694989,22.38
"2019-01-01 14:00:00",23735,0,12.11,21.37,13.98,76.13,151.4,0.07571208,129.1,0.06454945,143.8,0.973,111.1,0.05554863,139.9,0.0699587,18.55
"2019-01-01 14:30:00",23736,0,12.11,20.21,13.05,76.13,128.2,0.06407898,116.1,0.05803804,144.1,0.858,97.2,0.04861417,124.1,0.06206881,16.05
"2019-01-01 15:00:00",23737,0,12.11,19.25,13.03,78.83,115.1,0.05753687,100.7,0.05035717,142.5,0.753,76.38,0.03818869,107.9,0.05396026,16.37
"2019-01-01 15:30:00",23738,0,12.11,18.59,12.63,81.5,56.45,0.02822265,49,0.02449997,137.6,0.364,2.463,0.001231381,50.16,0.02507871,14.05
"2019-01-01 16:00:00",23739,0,12.11,18.04,12.41,84.3,27.56,0.01378107,22.23,0.01111476,119.4,0.176,2.12,0.001060004,21.15,0.01057481,12.91
"2019-01-01 16:30:00",23740,0,12.11,17.68,12.13,87.5,8.71,0.004355006,6.036,0.003017863,112.4,0.026,2.006,0.001002878,2.754,0.001376847,11.84
"2019-01-01 17:00:00",23741,0,12.11,17.29,11.79,88.1,0.288,0.0001440861,0,0,9.2,0.001,1.86,0.0009299391,0.021,0.00001061497,11
"2019-01-01 17:30:00",23742,0,12.11,16.89,11.5,89.7,0,0,0,0,1.807,0,1.841,0.0009206323,0,0,10.55
"2019-01-01 18:00:00",23743,0,12.11,16.48,10.72,92.4,0,0,0,0,0.868,0,1.715,0.0008573409,0,0,8.69
"2019-01-01 18:30:00",23744,0,12.11,15.79,10.29,91.8,0,0,0,0,0.808,0,1.588,0.0007939477,0,0,7.952
"2019-01-01 19:00:00",23745,0,12.1,15.08,9.62,93.6,0,0,0,0,0.813,0,1.747,0.0008733483,0,0,7.198
"2019-01-01 19:30:00",23746,0,12.11,14.47,9.18,94.1,0,0,0,0,0.813,0,1.588,0.000793953,0,0,6.894
"2019-01-01 20:00:00",23747,0,12.11,13.95,8.47,95.8,0,0,0,0,0.856,0,1.48,0.0007399642,0,0,6.637
"2019-01-01 20:30:00",23748,0,12.11,13.48,8.36,96.2,0,0,0,0,0.813,0,1.626,0.0008130079,0,0,6.387
"2019-01-01 21:00:00",23749,0,12.11,13.08,8.11,95.9,0,0,0,0,0.813,0,1.435,0.0007177335,0,0,6.413
"2019-01-01 21:30:00",23750,0,12.11,12.79,7.709,97.3,0,0,0,0,0.88,0,1.543,0.0007717223,0,0,6.231
"2019-01-01 22:00:00",23751,0,12.11,12.64,8.21,97,0,0,0,0,1.028,0,1.55,0.0007748982,0,0,7.194
"2019-01-01 22:30:00",23752,0,12.11,12.65,7.626,97.4,0,0,0,0,0.881,0,1.429,0.0007145577,0,0,6.055
"2019-01-01 23:00:00",23753,0,12.11,12.45,7.211,97.5,0,0,0,0,0.879,0,1.429,0.0007145577,0,0,5.406
"2019-01-01 23:30:00",23754,0,12.11,12.26,7.015,98.4,0,0,0,0,0.999,0,1.327,0.0006637448,0,0,6.109
"2019-01-02 00:00:00",23755,0,12.11,12.23,7.19,97.9,0,0,0,0,0.934,0,1.537,0.0007685465,0,0,5.831
"2019-01-02 00:30:00",23756,0,12.11,12.11,6.762,98.4,0,0,0,0,0.853,0,1.476,0.0007399642,0,0,4.919
"2019-01-02 01:00:00",23757,0,12.11,11.83,6.478,98.6,0,0,0,0,0.813,0,1.651,0.0008257112,0,0,4.797
"2019-01-02 01:30:00",23758,0,12.11,11.59,6.703,98.5,0,0,0.088,0.00004423049,0.879,0,1.537,0.0007685465,0,0,5.236
"2019-01-02 02:00:00",23759,0,12.11,11.61,6.714,99.7,0,0,0,0,0.905,0,1.639,0.0008193596,0,0,5.491
"2019-01-02 02:30:00",23760,0,12.11,11.6,6.587,98.7,0,0,0,0,0.813,0,1.81,0.0009051065,0,0,4.569
"2019-01-02 03:00:00",23761,0,12.11,11.42,6.067,99.5,0,0,0,0,0.84,0,1.766,0.0008828758,0,0,4.151
"2019-01-02 03:30:00",23762,0,12.11,11.2,5.504,98.4,0,0,0,0,0.813,0,1.785,0.0008924032,0,0,3.46
"2019-01-02 04:00:00",23763,0,12.11,10.84,5.075,99.2,0,0,0,0,0.895,0,1.664,0.0008320628,0,0,3.352
"2019-01-02 04:30:00",23764,0,12.11,10.63,5.464,100,0,0,0.76,0.0003800825,1.211,0,1.651,0.0008257438,0,0,5.031
"2019-01-02 05:00:00",23765,0,12.11,11.04,8.31,99.9,0,0,0.713,0.0003567478,1.307,0,1.41,0.0007050384,0,0,8.26
"2019-01-02 05:30:00",23766,0,12.11,12.09,8.67,99.9,0,0,0,0,0.925,0,1.334,0.000666921,0,0,8.17
"2019-01-02 06:00:00",23767,0,12.11,12.75,8.7,99.9,0,0,0.019,0.000009403405,1.089,0,1.251,0.0006256354,0,0,8.63
"2019-01-02 06:30:00",23768,0,12.11,13.16,8.75,99.9,0.018,0.000009081184,0,0,3.861,0,1.2,0.0006002289,0,0,8.49
"2019-01-02 07:00:00",23769,0,12.11,13.45,8.79,99.9,6.172,0.003086081,5.829,0.00291471,87.5,0.029,1.461,0.0007304373,2.934,0.001466951,8.61
"2019-01-02 07:30:00",23770,0,12.11,13.73,9.22,99.9,18.76,0.009378504,16.36,0.008182039,122.3,0.115,1.651,0.0008257118,12.59,0.006293775,9.52
"2019-01-02 08:00:00",23771,0,12.11,14.06,9.46,99.9,8.33,0.004166826,7.916,0.003958207,136.7,0.032,1.378,0.0006891517,3.998,0.001999161,9.59
"2019-01-02 08:30:00",23772,0,12.11,14.45,10.05,99.9,72.59,0.03629652,63.28,0.03164182,138,0.468,27.99,0.01399264,64.91,0.03245503,10.77
"2019-01-02 09:00:00",23773,0,12.11,14.88,10.3,99.9,213.6,0.1068107,222.6,0.1113108,148.4,1.671,211.6,0.1057991,249.2,0.1246093,12.95
"2019-01-02 09:30:00",23774,0,12.11,15.79,11.91,94.6,488.1,0.2440718,583.2,0.2915857,144.8,4.394,572.1,0.2860519,635.8,0.3178883,25.52
"2019-01-02 10:00:00",23775,0,12.11,17.22,13,88.7,281.5,0.1407532,313.1,0.1565595,142.1,2.369,294,0.1470131,336,0.1679883,25.35
"2019-01-02 10:30:00",23776,0,12.11,17.92,12.7,87.9,196,0.09801083,185,0.09248632,145.2,1.403,173,0.08650927,204.9,0.1024438,17.24
"2019-01-02 11:00:00",23777,0,12.11,18.21,13.29,83.7,306.2,0.1530873,303.2,0.1516011,145.2,2.348,302.1,0.1510442,344.1,0.1720693,20.55
"2019-01-02 11:30:00",23778,0,12.11,18.86,14.13,80.2,192.5,0.09624945,168.1,0.08406126,145.1,1.325,162.2,0.08108392,192.8,0.09638456,18.84
"2019-01-02 12:00:00",23779,0,12.11,19.42,14.8,65.08,151.8,0.07587864,137.6,0.06882063,145.2,1.071,126.2,0.06307973,156,0.0779928,17.85
"2019-01-02 12:30:00",23780,0,12.11,19.8,15.46,71.15,187.6,0.09378996,171.4,0.08570158,145.1,1.334,163.3,0.08165201,194,0.09699804,18.81
"2019-01-02 13:00:00",23781,0,12.11,19.82,13.51,78.51,166.7,0.08335442,148.2,0.07409656,145.6,1.185,144.1,0.07206754,173.1,0.08652733,15.51
"2019-01-02 13:30:00",23782,0,12.11,19.59,13.88,76.4,255.9,0.1279686,271,0.1354838,146.5,2.077,265.8,0.1329067,304.3,0.1521632,20.73
"2019-01-02 14:00:00",23783,0,12.11,19.85,14.63,70.46,354.6,0.1772867,399.6,0.1997808,144.8,3.025,390.1,0.1950692,438,0.2190139,25.75
"2019-01-02 14:30:00",23784,0,12.11,20.26,14.46,69.92,127.2,0.06359803,115.4,0.0577033,142.2,0.89,98.1,0.04904579,127.1,0.06352672,20.93
"2019-01-02 15:00:00",23785,0,12.11,20.05,13.95,62.14,89.4,0.04470421,95.9,0.0479443,144.7,0.662,59.16,0.02957854,98,0.04900079,16.16
"2019-01-02 15:30:00",23786,0,12.11,19.65,14.14,57.81,214.1,0.1070556,276.3,0.138167,155.9,1.298,169.6,0.0848098,202,0.1010001,19.76
"2019-01-02 16:00:00",23787,0,12.11,19.48,13.92,56.89,71.87,0.03593504,94,0.0470228,141.6,0.326,18.79,0.009394043,48.3,0.02415091,18
"2019-01-02 16:30:00",23788,0,12.11,18.94,13.03,67.27,10.82,0.005410851,9.4,0.00469914,113.9,0.058,0.933,0.0004665285,6.208,0.003103797,12.48
"2019-01-02 17:00:00",23789,0,12.11,18.18,12.23,60.04,0.392,0.0001959529,0,0,12.85,0.003,1.352,0.0006759903,0.077,0.000038465,10.77
"2019-01-02 17:30:00",23790,0,12.11,17.3,11.97,65.23,0,0,0,0,1.84,0,1.117,0.0005585805,0,0,9.86
"2019-01-02 18:00:00",23791,0,12.11,16.56,11.06,73.35,0,0,0,0,1.076,0,0.927,0.0004635032,0,0,8.96
"2019-01-02 18:30:00",23792,0,12.11,15.92,10.03,85.7,0,0,0,0,1.542,0,1.359,0.0006795997,0,0,8.88
"2019-01-02 19:00:00",23793,0,12.11,15.36,9.31,89.9,0,0,0,0,1.232,0,1.258,0.0006288107,0,0,8.15
"2019-01-02 19:30:00",23794,0,12.11,14.85,8.99,93.7,0,0,0,0,1.154,0,1.289,0.0006446898,0,0,7.904
"2019-01-02 20:00:00",23795,0,12.11,14.49,8.86,93.2,0,0,0,0,1.006,0,1.404,0.0007018545,0,0,7.852
"2019-01-02 20:30:00",23796,0,12.11,14.08,8.43,94.9,0,0,0,0,0.916,0,1.054,0.0005271848,0,0,6.809
"2019-01-02 21:00:00",23797,0,12.11,13.67,8.28,95,0,0,0,0,0.885,0,1.486,0.0007431401,0,0,6.372
"2019-01-02 21:30:00",23798,0,12.11,13.38,8.15,96,0,0,0.023,0.0000114916,1.121,0,1.366,0.0006827996,0,0,7.288
"2019-01-02 22:00:00",23799,0,12.11,13.35,8.35,95.7,0,0,0,0,1.312,0,1.41,0.0007050303,0,0,8
"2019-01-02 22:30:00",23800,0,12.11,13.43,8.49,96.4,0,0,0,0,1.366,0,1.728,0.0008638209,0,0,8.17
"2019-01-02 23:00:00",23801,0,12.11,13.57,8.51,96.8,0,0,0,0,1.344,0,1.74,0.0008701725,0,0,8.26
"2019-01-02 23:30:00",23802,0,12.11,13.67,8.53,97,0,0,0,0,1.236,0,1.524,0.0007621949,0,0,8.2
"2019-01-03 00:00:00",23803,0,12.11,13.68,8.43,97.9,0,0,0,0,1.084,0,1.175,0.0005875253,0,0,7.676
"2019-01-03 00:30:00",23804,0,12.11,13.6,8.36,97.7,0,0,0,0,0.949,0,1.286,0.0006446898,0,0,7.465
"2019-01-03 01:00:00",23805,0,12.11,13.38,7.748,98,0,0,0,0,0.813,0,1.22,0.0006097559,0,0,5.789
"2019-01-03 01:30:00",23806,0,12.11,12.9,7.121,97.4,0,0,0,0,0.813,0,1.264,0.0006319866,0,0,4.849
"2019-01-03 02:00:00",23807,0,12.11,12.29,6.305,98.4,0,0,0,0,0.85,0,1.41,0.0007050303,0,0,4.073
"2019-01-03 02:30:00",23808,0,12.11,11.67,5.778,98.6,0,0,0,0,0.821,0,1.677,0.0008384144,0,0,3.68
"2019-01-03 03:00:00",23809,0,12.11,11.12,5.534,99.7,0,0,0,0,0.813,0,1.556,0.000778074,0,0,3.74
"2019-01-03 03:30:00",23810,0,12.11,10.72,5.743,99.6,0,0,0,0,0.813,0,1.709,0.0008542935,0,0,3.969
"2019-01-03 04:00:00",23811,0,12.11,10.53,5.582,98.9,0,0,0,0,0.813,0,1.607,0.0008035002,0,0,3.839
"2019-01-03 04:30:00",23812,0,12.11,10.33,5.22,99.9,0,0,0,0,0.813,0,1.677,0.0008385321,0,0,3.387
"2019-01-03 05:00:00",23813,0,12.11,10.17,5.164,99.1,0,0,0,0,0.772,0,1.665,0.0008322819,0,0,3.425
"2019-01-03 05:30:00",23814,0,12.11,9.96,4.647,99.7,0,0,0,0,0.678,0,1.531,0.0007656292,0,0,2.805
"2019-01-03 06:00:00",23815,0,12.11,9.78,5.063,99.1,0,0,0,0,0.805,0,1.887,0.000943541,0,0,3.36
"2019-01-03 06:30:00",23816,0,12.11,9.67,4.587,99.2,0.016,0.000008233161,0,0,6.192,0.001,1.887,0.0009435684,0.012,0.000006107461,2.79
"2019-01-03 07:00:00",23817,0,12.11,9.51,4.448,99.1,7.536,0.003768233,6.885,0.003442402,101.5,0.036,1.646,0.0008228552,3.592,0.001795872,2.779
"2019-01-03 07:30:00",23818,0,12.11,9.52,4.907,99.8,71.28,0.03564022,96.3,0.04815112,132.5,0.541,42.29,0.0211474,70.24,0.03512041,4.971
"2019-01-03 08:00:00",23819,0,12.11,10.06,6.705,96.8,260.3,0.1301521,349.6,0.1748093,151.5,2.652,356.9,0.1784649,402,0.2009966,12.93
"2019-01-03 08:30:00",23820,0,12.11,11.49,8.86,83.7,352.3,0.1761744,456.5,0.2282476,148.1,3.544,470.8,0.235386,524.6,0.2622859,19.4
"2019-01-03 09:00:00",23821,0,12.11,13.48,11.79,74.68,463.1,0.2315419,582.3,0.2911273,141.5,4.594,586.7,0.2933629,649.8,0.3248938,30.32
"2019-01-03 09:30:00",23822,0,12.11,15.93,14.14,63.97,441.1,0.2205382,521.5,0.2607549,140,4.117,516.7,0.2583747,576.5,0.2882666,33.17
"2019-01-03 10:00:00",23823,0,12.11,18.13,15.02,58.2,613,0.3064772,767.8,0.3838844,136.2,6.066,746.2,0.3731033,826,0.4130671,40.11
"2019-01-03 10:30:00",23824,0,12.11,19.83,15.34,60.37,663.2,0.3315789,831,0.4155205,134.7,6.509,791,0.3955162,876,0.4380386,42.92
"2019-01-03 11:00:00",23825,0,12.11,21.15,16.01,54.64,737,0.3684924,914,0.4571498,132.5,7.112,848,0.4240395,942,0.4709818,45.27
"2019-01-03 11:30:00",23826,0,12.11,22.36,16.46,63.49,440.8,0.2203861,494.7,0.2473748,133.2,3.874,447.2,0.22361,504.1,0.2520613,40.83
"2019-01-03 12:00:00",23827,0,12.1,23.04,16.65,47.53,672,0.3360204,820,0.4101344,136.2,6.305,764.7,0.3823725,852,0.4260022,37.2
"2019-01-03 12:30:00",23828,0,12.1,23.77,17.21,55.17,446,0.2230042,548.9,0.2744332,137.1,4.224,512.7,0.2563611,575.6,0.2878212,36.61
"2019-01-03 13:00:00",23829,0,12.1,23.74,16.57,58.98,449.6,0.2248059,530.9,0.2654672,137.6,4.065,495.1,0.2475744,555.2,0.2776092,36.16
"2019-01-03 13:30:00",23830,0,12.1,23.44,16.72,59.67,452.9,0.2264257,557.9,0.2789594,137.6,4.24,514.2,0.2570874,576.9,0.2884619,36.3
"2019-01-03 14:00:00",23831,0,12.1,23.13,16.14,62.12,248.9,0.124465,271.7,0.1358478,145.5,1.983,251,0.1254986,289.2,0.1445965,25.26
"2019-01-03 14:30:00",23832,0,12.1,22.5,16,67.38,184.4,0.09221313,204.8,0.1023917,141.5,1.519,184.4,0.09218537,217.4,0.1086807,23.74
"2019-01-03 15:00:00",23833,0,12.11,21.99,15.68,75.3,57.6,0.02879785,41.64,0.02081807,132.3,0.341,17.79,0.008895775,45.9,0.02295226,18.07
"2019-01-03 15:30:00",23834,0,12.11,21.18,13.85,85.5,77.89,0.03894614,87.5,0.04372966,133.8,0.375,10.2,0.005100075,50.95,0.02547684,14.02
"2019-01-03 16:00:00",23835,0,12.11,20.14,13.94,83.9,109.7,0.05483438,165.6,0.08277922,148.1,0.388,24.42,0.01221225,58.87,0.0294365,18.22
"2019-01-03 16:30:00",23836,0,12.11,19.42,13.21,87.2,19.28,0.009642445,16.64,0.008318271,134.8,0.124,2.107,0.001053656,15.99,0.007992864,13.2
"2019-01-03 17:00:00",23837,0,12.11,18.53,12.23,91.1,0.799,0.0003992728,0.381,0.0001903475,24.83,0.006,1.695,0.0008473679,0.263,0.0001316313,10.87
"2019-01-03 17:30:00",23838,0,12.11,17.75,11.67,92.6,0,0,0,0,2.302,0,1.86,0.000929883,0,0,10.9
"2019-01-03 18:00:00",23839,0,12.11,17.23,12.12,84.7,0,0,0.56,0.0002801828,1.321,0,1.866,0.0009331689,0,0,11.15
"2019-01-03 18:30:00",23840,0,12.11,17.1,12.96,85,0,0,0.265,0.0001322606,1.481,0,1.981,0.0009904647,0,0,12.29
"2019-01-03 19:00:00",23841,0,12.11,17.18,12.62,89.9,0,0,0,0,1.44,0,2.235,0.001117356,0,0,11.76
"2019-01-03 19:30:00",23842,0,12.11,17.1,11.93,93.9,0,0,0,0,0.955,0,1.949,0.0009745424,0,0,10.58
"2019-01-03 20:00:00",23843,0,12.11,16.71,11.47,92.8,0,0,0,0,0.873,0,1.651,0.0008254517,0,0,9.86
"2019-01-03 20:30:00",23844,0,12.11,16.12,10.64,92.7,0,0,0,0,0.85,0,1.645,0.000822489,0,0,8.28
"2019-01-03 21:00:00",23845,0,12.11,15.54,11.05,76.81,0,0,0.72,0.0003599936,1.257,0,1.404,0.0007018541,0,0,9.62
"2019-01-03 21:30:00",23846,0,12.11,15.72,12.76,77.73,0,0,0.321,0.0001605001,1.122,0,1.651,0.0008257112,0,0,10.94
"2019-01-03 22:00:00",23847,0,12.11,16.28,13.09,78.81,0,0,0.106,0.0000529198,1.332,0,1.791,0.0008955732,0,0,11.85
"2019-01-03 22:30:00",23848,0,12.11,16.63,12.6,80.4,0,0,0,0,0.916,0,1.95,0.0009749158,0,0,10.36
"2019-01-03 23:00:00",23849,0,12.11,16.59,12.36,78.47,0,0,0,0,0.953,0,1.512,0.0007557658,0,0,10.02
"2019-01-03 23:30:00",23850,0,12.11,16.56,13.18,73.97,0,0,0,0,0.967,0,1.601,0.0008002716,0,0,11.66
"2019-01-04 00:00:00",23851,0,12.11,16.78,13.32,74.65,0,0,0,0,0.838,0,1.823,0.0009113447,0,0,11.76
"2019-01-04 00:30:00",23852,0,12.11,16.93,13.18,74.58,0,0,0,0,0.807,0,1.843,0.000923878,0,0,11.15
"2019-01-04 01:00:00",23853,0,12.11,16.94,13.66,63.12,0,0,0,0,0.794,0,1.905,0.0009524298,0,0,11.75
"2019-01-04 01:30:00",23854,0,12.11,17.15,14.15,66.8,0,0,0,0,0.783,0,1.517,0.0007587384,0,0,12.29
"2019-01-04 02:00:00",23855,0,12.11,17.27,13.33,73.66,0,0,0,0,0.801,0,1.574,0.0007872176,0,0,10.97
"2019-01-04 02:30:00",23856,0,12.11,17.06,12.64,78.54,0,0,0,0,0.813,0,1.384,0.0006920044,0,0,10.56
"2019-01-04 03:00:00",23857,0,12.11,16.75,12.01,78.1,0,0,0,0,0.85,0,1.759,0.0008794159,0,0,9.98
"2019-01-04 03:30:00",23858,0,12.11,16.47,11.98,81.2,0,0,0,0,0.813,0,1.651,0.0008256449,0,0,9.21
"2019-01-04 04:00:00",23859,0,12.11,16.07,11.21,87.3,0,0,0,0,0.813,0,1.372,0.0006859746,0,0,8.64
"2019-01-04 04:30:00",23860,0,12.11,15.67,11.47,83.2,0,0,0,0,0.813,0,1.582,0.0007907772,0,0,8.81
"2019-01-04 05:00:00",23861,0,12.11,15.6,11.81,84,0,0,0.045,0.00002228202,0.893,0,1.499,0.0007494917,0,0,9.51
"2019-01-04 05:30:00",23862,0,12.11,15.52,11.29,68.21,0,0,0.072,0.0000358601,0.713,0,1.493,0.0007463159,0,0,8.39
"2019-01-04 06:00:00",23863,0,12.11,15.66,13.4,69.61,0,0,0.025,0.00001253362,0.926,0,1.613,0.0008066563,0,0,10.68
"2019-01-04 06:30:00",23864,0,12.11,16.24,12.77,70.56,0.094,0.00004709582,0.14,0.000069978,5.911,0.001,1.778,0.0008892274,0.01,0.000005241698,11.41
"2019-01-04 07:00:00",23865,0,12.11,16.65,13.69,67.76,3.72,0.001859862,3.723,0.001861425,68.84,0.015,1.924,0.0009622309,0.976,0.0004879967,12.65
"2019-01-04 07:30:00",23866,0,12.11,17.32,14.27,71.92,9.1,0.004550296,6.178,0.003088859,145.4,0.014,1.93,0.0009651371,1.9,0.00094977,13.65
"2019-01-04 08:00:00",23867,0,12.11,17.79,13.93,74.3,17.2,0.008600579,12.59,0.006293528,139.4,0.066,1.873,0.000936278,7.877,0.003938681,12.66
"2019-01-04 08:30:00",23868,0,12.11,18.03,14.25,69.86,70.18,0.03508775,61.29,0.03064553,133.2,0.471,25.3,0.01265022,64.23,0.03211747,13.9
"2019-01-04 09:00:00",23869,0,12.11,18.46,14.8,65.9,110.7,0.05537245,105,0.05250817,142.5,0.804,80.5,0.04026427,115,0.05750465,16.48
"2019-01-04 09:30:00",23870,0,12.11,19.04,15.43,64.2,84.7,0.0423478,76.07,0.03803534,140.2,0.595,47.63,0.02381517,83.5,0.0417355,16.93
"2019-01-04 10:00:00",23871,0,12.11,19.51,15.27,73.53,66.13,0.03306581,49.46,0.02472908,135.5,0.446,15.65,0.00782308,60.53,0.03026423,15.6
"2019-01-04 10:30:00",23872,0,12.11,19.53,14.12,84.9,65.2,0.03260188,50.29,0.02514479,137.7,0.443,27.71,0.01385304,61.36,0.03068105,13.87
"2019-01-04 11:00:00",23873,0,12.11,19.16,13.1,89.6,116.3,0.05815928,95,0.04751372,142.5,0.772,84.5,0.04224146,110.4,0.05522157,14.47
"2019-01-04 11:30:00",23874,0,12.11,18.83,12.77,90,115,0.05747609,95,0.04750255,142.9,0.787,87.4,0.04369817,112.8,0.05639402,14.69
"2019-01-04 12:00:00",23875,0,12.11,18.8,12.84,88.6,176.1,0.08805025,149.2,0.07459325,146,1.221,148,0.07399713,178.6,0.08930975,16.4
"2019-01-04 12:30:00",23876,0,12.11,18.92,12.88,89.4,330,0.1650225,359.5,0.1797319,145.4,2.729,345.8,0.1729107,394.8,0.197395,18
"2019-01-04 13:00:00",23877,0,12.11,19.69,14.55,80.6,568.8,0.2843973,699.4,0.3497183,135.8,5.322,646.5,0.3232725,719.5,0.3597575,39.52
"2019-01-04 13:30:00",23878,0,12.11,20.62,14.59,84.5,159,0.07949298,135.5,0.06774187,140,1.067,121.3,0.0606614,149.6,0.07479265,24.36
"2019-01-04 14:00:00",23879,0,12.11,20.52,14.1,84.1,107.6,0.05380664,88.7,0.04436309,140.2,0.706,74.18,0.0370906,99,0.04949431,17.68
"2019-01-04 14:30:00",23880,0,12.11,20.1,14.01,85.2,78.93,0.0394636,66.07,0.03303313,137.9,0.525,34.24,0.01712191,72.48,0.03624089,16.7
"2019-01-04 15:00:00",23881,0,12.11,19.69,13.87,79.81,62.56,0.03127931,52.21,0.02610273,136.4,0.405,3.212,0.001605874,55.28,0.02763882,15.75
"2019-01-04 15:30:00",23882,0,12.11,19.44,13.73,81.9,44.61,0.02230725,34.75,0.01737555,126.9,0.28,2.932,0.001466232,35.59,0.01779739,15.25
"2019-01-04 16:00:00",23883,0,12.11,19.21,13.5,86.6,16.17,0.008085878,11.37,0.005682952,119.7,0.081,2.488,0.001244076,8.8,0.004401668,13.98
"2019-01-04 16:30:00",23884,0,12.11,18.81,12.85,89.4,3.642,0.001821135,1.762,0.0008811047,73.93,0.011,2.514,0.001256771,0.93,0.0004651446,12.51
