Datetime,Tamb,RH,GHI,POA,Pac,Pdc,Tmod
1/1/22 0:00,15.18,83.3,0,0,0.002,0,8.85
1/1/22 0:30,15.04,85.1,0,0,0.002,0,8.17
1/1/22 1:00,14.73,86.5,0,0,0.002,0,7.409
1/1/22 1:30,14.32,87.2,0,0,0.002,0,7.212
1/1/22 2:00,13.98,87.7,0,0,0.002,0,7.342
1/1/22 2:30,13.73,88.2,0,0,0.002,0,6.776
1/1/22 3:00,13.44,88.7,0,0,0.002,0,6.32
1/1/22 3:30,13.13,91,0,0,0.002,0,6.117
1/1/22 4:00,12.9,89.9,0,0,0.002,0,5.883
1/1/22 4:30,12.65,90.5,0,0,0.001,0,5.277
1/1/22 5:00,12.36,90.1,0,0,0.001,0,5.405
1/1/22 5:30,12.17,93,0,0,0.002,0,5.128
1/1/22 6:00,11.95,93.3,0,0,0.001,0,4.846
1/1/22 6:30,11.69,93.5,0,0,0.002,0,4.619
1/1/22 7:00,11.48,93.7,0.001,0.001,0.002,0.001,4.446
1/1/22 7:30,11.33,93.7,0.022,0.029,0.002,0.022,5.05
1/1/22 8:00,11.42,94.4,0.073,0.115,0.088,0.118,7.668
1/1/22 8:30,12.07,94.1,0.158,0.224,0.204,0.238,11.75
1/1/22 9:00,13.37,93.5,0.259,0.354,0.341,0.382,17.2
1/1/22 9:30,15.42,71.74,0.357,0.47,0.457,0.506,27.29
1/1/22 10:00,18.06,61.28,0.359,0.422,0.407,0.453,33.41
1/1/22 10:30,20.52,64.26,0.257,0.257,0.245,0.283,27.85
1/1/22 11:00,21.78,62.01,0.243,0.244,0.236,0.272,25.55
1/1/22 11:30,22.42,57.57,0.491,0.603,0.576,0.637,32.58
1/1/22 12:00,23.5,46.66,0.544,0.761,0.703,0.776,40.8
1/1/22 12:30,24.5,49.85,0.514,0.741,0.683,0.754,41.05
1/1/22 13:00,25.2,45.14,0.49,0.718,0.657,0.728,41.44
1/1/22 13:30,25.66,44.87,0.455,0.677,0.623,0.688,41.1
1/1/22 14:00,25.93,48.69,0.393,0.586,0.539,0.597,39.16
1/1/22 14:30,25.92,51.35,0.345,0.528,0.487,0.54,35.07
1/1/22 15:00,25.56,55.34,0.24,0.359,0.325,0.365,32.39
1/1/22 15:30,24.79,64.37,0.095,0.124,0.097,0.124,21.33
1/1/22 16:00,23.43,64.32,0.096,0.167,0.087,0.12,20.68
1/1/22 16:30,22.29,68.76,0.032,0.049,0.003,0.032,16.46
1/1/22 17:00,21.12,75.79,0.003,0.001,0.003,0.001,12.37
1/1/22 17:30,19.81,79.14,0,0,0.002,0,10.51
1/1/22 18:00,18.64,82.3,0,0,0.002,0,9.7
1/1/22 18:30,17.57,84.7,0,0,0.002,0,8.74
1/1/22 19:00,16.6,85.9,0,0,0.002,0,8.12
1/1/22 19:30,15.82,86.8,0,0,0.002,0,7.717
1/1/22 20:00,15.18,88.3,0,0,0.002,0,7.495
1/1/22 20:30,14.77,87.8,0,0,0.002,0,7.356
1/1/22 21:00,14.35,88.6,0,0,0.002,0,6.666
1/1/22 21:30,13.86,88.6,0,0,0.002,0,6.433
1/1/22 22:00,13.49,90.1,0,0,0.002,0,6.132
1/1/22 22:30,13.18,89.5,0,0,0.002,0,6.096
1/1/22 23:00,13,89.1,0,0,0.002,0,6.185
1/1/22 23:30,12.86,91.3,0,0,0.002,0,5.5
1/2/22 0:00,12.62,93.3,0,0,0.002,0,5.771
1/2/22 0:30,12.56,93.4,0,0,0.002,0,6.017
1/2/22 1:00,12.49,89.8,0,0,0.002,0,5.473
1/2/22 1:30,12.23,90.8,0,0,0.002,0,4.747
1/2/22 2:00,11.91,92.4,0,0,0.002,0,4.72
1/2/22 2:30,11.68,92.2,0,0,0.002,0,4.719
1/2/22 3:00,11.59,92.7,0,0,0.002,0,4.678
1/2/22 3:30,11.48,93.6,0,0,0.002,0,4.456
1/2/22 4:00,11.35,94.1,0,0,0.002,0,5.125
1/2/22 4:30,11.51,93.4,0,0,0.002,0,5.489
1/2/22 5:00,11.64,90,0,0,0.002,0,5.235
1/2/22 5:30,11.7,92.8,0,0,0.002,0,4.803
1/2/22 6:00,11.51,94.1,0,0,0.002,0,4.479
1/2/22 6:30,11.32,93.7,0,0,0.002,0,4.655
1/2/22 7:00,11.23,94.2,0.002,0.001,0.002,0.001,4.445
1/2/22 7:30,11.24,94,0.026,0.034,0.006,0.028,5.246
1/2/22 8:00,11.53,94.8,0.095,0.136,0.113,0.14,8.28
1/2/22 8:30,12.43,94.4,0.198,0.264,0.245,0.282,13.49
1/2/22 9:00,14.18,88.3,0.254,0.343,0.328,0.368,18.78
1/2/22 9:30,16.38,72.25,0.36,0.489,0.472,0.523,27.14
1/2/22 10:00,19.02,53.77,0.551,0.703,0.664,0.732,36.87
1/2/22 10:30,21.94,57.84,0.246,0.254,0.24,0.277,32.74
1/2/22 11:00,23.2,56.58,0.29,0.302,0.295,0.333,25.78
1/2/22 11:30,23.46,57.3,0.283,0.325,0.315,0.355,26.65
1/2/22 12:00,23.8,54.43,0.495,0.602,0.564,0.624,35
1/2/22 12:30,24.34,57.96,0.244,0.243,0.23,0.264,26.04
1/2/22 13:00,24,55.04,0.243,0.239,0.227,0.261,23.81
1/2/22 13:30,23.6,54.29,0.327,0.404,0.385,0.43,26.13
1/2/22 14:00,23.43,56.07,0.205,0.225,0.207,0.239,23.66
1/2/22 14:30,22.98,52.63,0.257,0.381,0.359,0.402,23.58
1/2/22 15:00,22.94,52.11,0.284,0.489,0.453,0.503,27.46
1/2/22 15:30,23.06,53.34,0.2,0.367,0.307,0.347,24.55
1/2/22 16:00,22.76,58.53,0.119,0.25,0.097,0.134,21.35
1/2/22 16:30,22.05,64.94,0.041,0.102,0.003,0.026,17.37
1/2/22 17:00,20.99,70.06,0.005,0.003,0.003,0.002,13.12
1/2/22 17:30,19.89,73.69,0,0,0.003,0,12.01
1/2/22 18:00,19.01,75.33,0,0,0.003,0,11.36
1/2/22 18:30,18.38,76.83,0,0,0.003,0,10.95
1/2/22 19:00,17.92,76.43,0,0,0.002,0,11.06
1/2/22 19:30,17.68,65.61,0,0,0.002,0,11.26
1/2/22 20:00,17.47,73.3,0,0,0.002,0,11.47
1/2/22 20:30,17.33,76.27,0,0,0.002,0,10.96
1/2/22 21:00,17.11,49.04,0,0,0.002,0,9.06
1/2/22 21:30,16.79,38.29,0,0,0.001,0,9.83
1/2/22 22:00,16.9,35.42,0,0,0.001,0,11.35
1/2/22 22:30,17.24,38.76,0,0,0.001,0,11.88
1/2/22 23:00,17.44,39.45,0,0,0.001,0,11.48
1/2/22 23:30,17.48,37.94,0,0,0.001,0,11.55
1/3/22 0:00,17.49,39.11,0,0,0.001,0,11.53
1/3/22 0:30,17.36,41.56,0,0,0.001,0,10.35
1/3/22 1:00,17.07,40.06,0,0,0.001,0,10.62
1/3/22 1:30,16.87,37.88,0,0,0.001,0,10.49
1/3/22 2:00,16.73,41.84,0,0,0.001,0,9.8
1/3/22 2:30,16.49,41.57,0,0,0.001,0,9.32
1/3/22 3:00,16.24,44.91,0,0,0.001,0,8.62
1/3/22 3:30,15.84,43.92,0,0,0.001,0,7.424
1/3/22 4:00,15.48,47.71,0,0,0.001,0,7.99
1/3/22 4:30,15.19,52.22,0,0,0.001,0,6.7
1/3/22 5:00,14.71,54.81,0,0,0.002,0,5.889
1/3/22 5:30,14.14,57.61,0,0,0.002,0,5.175
1/3/22 6:00,13.63,62.88,0,0,0.002,0,4.594
1/3/22 6:30,13.06,64.79,0,0,0.002,0,3.436
1/3/22 7:00,12.41,70.32,0.002,0.001,0.002,0.001,3.259
1/3/22 7:30,11.72,70.7,0.032,0.055,0.018,0.04,3.983
1/3/22 8:00,11.6,62.88,0.139,0.223,0.207,0.242,10.34
1/3/22 8:30,12.66,50.52,0.239,0.359,0.354,0.397,18.57
1/3/22 9:00,14.85,44.16,0.33,0.483,0.48,0.531,25.39
1/3/22 9:30,17.46,34.73,0.408,0.589,0.577,0.637,31.76
1/3/22 10:00,20.03,33.05,0.474,0.676,0.649,0.715,36.47
1/3/22 10:30,22.19,32.06,0.528,0.749,0.706,0.777,39.29
1/3/22 11:00,23.67,29.67,0.568,0.807,0.749,0.825,41.25
1/3/22 11:30,24.77,27.55,0.591,0.843,0.773,0.85,43.55
1/3/22 12:00,25.67,23.53,0.597,0.86,0.779,0.858,44.86
1/3/22 12:30,26.37,25.84,0.584,0.852,0.769,0.849,45.4
1/3/22 13:00,26.99,32.18,0.562,0.838,0.757,0.836,42.62
1/3/22 13:30,27,30.14,0.521,0.798,0.725,0.8,40.56
1/3/22 14:00,26.85,30.82,0.462,0.73,0.669,0.738,38.14
1/3/22 14:30,26.57,32.12,0.389,0.642,0.592,0.653,36.37
1/3/22 15:00,26.29,34.09,0.31,0.541,0.498,0.551,32.34
1/3/22 15:30,25.65,35.32,0.223,0.422,0.355,0.399,27.61
1/3/22 16:00,24.55,37.68,0.131,0.288,0.113,0.15,23.37
1/3/22 16:30,23.32,42.02,0.046,0.13,0.002,0.026,19.03
1/3/22 17:00,21.87,50,0.005,0.004,0.001,0.003,12.72
1/3/22 17:30,20.2,57.68,0,0,0.002,0,9.93
1/3/22 18:00,18.64,64.96,0,0,0.002,0,8.41
1/3/22 18:30,17.3,66.89,0,0,0.002,0,7.489
1/3/22 19:00,16.21,72.28,0,0,0.002,0,6.625
1/3/22 19:30,15.24,76.86,0,0,0.002,0,5.827
1/3/22 20:00,14.33,78.7,0,0,0.002,0,5.49
1/3/22 20:30,13.62,79.19,0,0,0.002,0,5.159
1/3/22 21:00,13.12,77.18,0,0,0.002,0,5.393
1/3/22 21:30,12.9,80.2,0,0,0.002,0,5.044
1/3/22 22:00,12.68,82.5,0,0,0.002,0,4.547
1/3/22 22:30,12.32,84,0,0,0.002,0,4.354
1/3/22 23:00,11.98,83.2,0,0,0.002,0,3.913
1/3/22 23:30,11.65,85.1,0,0,0.002,0,3.197
1/4/22 0:00,11.28,86.1,0,0,0.002,0,3.145
1/4/22 0:30,10.97,85.8,0,0,0.002,0,3.042
1/4/22 1:00,10.65,86.7,0,0,0.002,0,2.759
1/4/22 1:30,10.4,88.5,0,0,0.002,0,3.011
1/4/22 2:00,10.39,87.8,0,0,0.002,0,3.461
1/4/22 2:30,10.44,88.1,0,0,0.002,0,3.003
1/4/22 3:00,10.33,88.4,0,0,0.002,0,2.539
1/4/22 3:30,10.09,88.8,0,0,0.002,0,2.283
1/4/22 4:00,9.84,88.9,0,0,0.002,0,2.017
1/4/22 4:30,9.57,93.6,0,0,0.002,0,2.194
1/4/22 5:00,9.46,89.2,0,0,0.002,0,2.809
1/4/22 5:30,9.47,89.6,0,0,0.002,0,2.46
1/4/22 6:00,9.35,89.3,0,0,0.002,0,2.273
1/4/22 6:30,9.2,89.8,0,0,0.002,0,2.205
1/4/22 7:00,9.2,89.6,0.002,0.001,0.002,0.001,2.912
1/4/22 7:30,9.36,90.3,0.029,0.057,0.02,0.04,3.596
1/4/22 8:00,9.79,89.5,0.103,0.207,0.193,0.226,8.56
1/4/22 8:30,11.03,86.5,0.219,0.322,0.315,0.356,13.92
1/4/22 9:00,13.02,65.13,0.365,0.505,0.497,0.549,23.7
1/4/22 9:30,15.78,57.95,0.332,0.406,0.392,0.438,29.91
1/4/22 10:00,18.55,50.09,0.508,0.631,0.6,0.664,35.18
1/4/22 10:30,21.04,39.97,0.611,0.795,0.737,0.812,42.99
1/4/22 11:00,23.63,50.13,0.572,0.765,0.701,0.774,44.56
1/4/22 11:30,25.12,46.64,0.435,0.584,0.541,0.603,38.25
1/4/22 12:00,25.27,42,0.514,0.715,0.658,0.729,40.17
1/4/22 12:30,25.8,38.6,0.535,0.746,0.682,0.754,39.25
1/4/22 13:00,26.3,45.93,0.514,0.758,0.686,0.761,37.06
1/4/22 13:30,26.14,43.1,0.455,0.69,0.641,0.708,32.13
1/4/22 14:00,25.82,39.62,0.44,0.687,0.637,0.703,33.43
1/4/22 14:30,25.68,36.82,0.392,0.649,0.601,0.663,32.53
1/4/22 15:00,25.54,37.78,0.312,0.545,0.503,0.556,30.8
1/4/22 15:30,25.3,39.75,0.234,0.431,0.368,0.412,28.32
1/4/22 16:00,24.74,47.8,0.139,0.291,0.136,0.169,24.44
1/4/22 16:30,23.6,53.1,0.05,0.102,0.003,0.036,18.64
1/4/22 17:00,22.27,59,0.006,0.005,0.003,0.003,15.57
1/4/22 17:30,21.16,65.11,0,0,0.003,0,13.61
1/4/22 18:00,20.06,71.13,0,0,0.002,0,10.73
1/4/22 18:30,18.82,75.74,0,0,0.002,0,9.07
1/4/22 19:00,17.64,78,0,0,0.002,0,8.4
1/4/22 19:30,16.62,80.4,0,0,0.001,0,7.907
1/4/22 20:00,15.78,82.8,0,0,0.001,0,7.777
1/4/22 20:30,15.1,83.5,0,0,0.002,0,7.63
1/4/22 21:00,14.7,84.4,0,0,0.002,0,7.868
1/4/22 21:30,14.48,84.3,0,0,0.002,0,7.064
1/4/22 22:00,14.24,84.8,0,0,0.002,0,6.757
1/4/22 22:30,13.9,86.2,0,0,0.002,0,6.487
1/4/22 23:00,13.62,85.7,0,0,0.002,0,6.778
1/4/22 23:30,13.45,84.7,0,0,0.002,0,6.63
1/5/22 0:00,13.27,82.9,0,0,0.002,0,6.291
1/5/22 0:30,13.09,84.9,0,0,0.002,0,6.045
1/5/22 1:00,12.92,83.8,0,0,0.002,0,5.902
1/5/22 1:30,12.7,86.3,0,0,0.002,0,5.02
1/5/22 2:00,12.42,86.3,0,0,0.002,0,5.38
1/5/22 2:30,12.16,88.5,0,0,0.002,0,5.226
1/5/22 3:00,12.11,85.4,0,0,0.002,0,6.276
1/5/22 3:30,12.35,84.7,0,0,0.002,0,6.208
1/5/22 4:00,12.51,85.3,0,0,0.002,0,5.521
1/5/22 4:30,12.38,86.8,0,0,0.002,0,4.72
1/5/22 5:00,12.15,86.5,0,0,0.002,0,4.659
1/5/22 5:30,11.91,86.5,0,0,0.002,0,5.246
1/5/22 6:00,11.81,87.1,0,0,0.002,0,5.978
1/5/22 6:30,12.01,82.2,0,0,0.002,0,6.85
1/5/22 7:00,12.38,81.8,0.002,0.001,0.002,0.001,6.775
1/5/22 7:30,12.68,84.4,0.03,0.045,0.011,0.034,7
1/5/22 8:00,13.09,78.99,0.101,0.137,0.128,0.158,10.38
1/5/22 8:30,14.1,71.47,0.224,0.336,0.341,0.383,16.15
1/5/22 9:00,16,55.84,0.34,0.463,0.461,0.511,24.65
1/5/22 9:30,18.54,48.86,0.408,0.569,0.552,0.609,32.35
1/5/22 10:00,21.36,46.39,0.461,0.662,0.629,0.695,35.6
1/5/22 10:30,23.63,42.97,0.53,0.748,0.697,0.769,38.88
1/5/22 11:00,25.42,37.71,0.576,0.811,0.737,0.814,44.45
1/5/22 11:30,26.63,43.23,0.244,0.318,0.292,0.332,32.71
1/5/22 12:00,25.79,44.25,0.157,0.18,0.16,0.189,21.74
1/5/22 12:30,24.68,35.05,0.454,0.643,0.59,0.656,34.12
1/5/22 13:00,25.24,42.86,0.213,0.201,0.185,0.217,28.09
1/5/22 13:30,24.96,48.28,0.163,0.154,0.138,0.167,21.9
1/5/22 14:00,24.21,56.47,0.199,0.194,0.178,0.208,22.74
1/5/22 14:30,23.88,52.31,0.14,0.131,0.115,0.142,22.47
1/5/22 15:00,23.57,54.3,0.118,0.11,0.09,0.118,20.73
1/5/22 15:30,23.15,56.62,0.072,0.067,0.026,0.07,19.2
1/5/22 16:00,22.57,62.28,0.049,0.045,0.003,0.045,17.74
1/5/22 16:30,21.91,66.71,0.018,0.015,0.003,0.012,16.22
1/5/22 17:00,21.27,66.65,0.003,0.002,0.003,0.001,15.24
1/5/22 17:30,20.76,71.77,0,0,0.003,0,14.4
1/5/22 18:00,20.26,74.71,0,0,0.003,0,13.93
1/5/22 18:30,19.8,76.72,0,0,0.003,0,13.41
1/5/22 19:00,19.37,77.85,0,0,0.003,0,13.26
1/5/22 19:30,19.07,79.05,0,0,0.003,0,13.13
1/5/22 20:00,18.88,79.43,0,0,0.003,0,13.12
1/5/22 20:30,18.74,80.7,0,0,0.003,0,12.88
1/5/22 21:00,18.61,81.6,0,0,0.003,0,12.67
1/5/22 21:30,18.47,82.5,0,0,0.002,0,12.5
1/5/22 22:00,18.3,83,0,0,0.002,0,12.21
1/5/22 22:30,18.08,83.7,0,0,0.002,0,11.56
1/5/22 23:00,17.82,84.5,0,0,0.002,0,11.86
1/5/22 23:30,17.67,84.2,0,0,0.002,0,11.96
1/6/22 0:00,17.59,84.4,0,0,0.002,0,11.75
1/6/22 0:30,17.46,85.2,0,0,0.002,0,11.3
1/6/22 1:00,17.29,85.5,0,0,0.002,0,11.12
1/6/22 1:30,17.18,85.9,0,0,0.002,0,11.1
1/6/22 2:00,17.09,86,0,0,0.002,0,11.25
1/6/22 2:30,17.01,85.7,0,0,0.002,0,11.24
1/6/22 3:00,16.98,84.4,0,0,0.002,0,11.24
1/6/22 3:30,16.94,84.6,0,0,0.002,0,11.14
1/6/22 4:00,16.9,84.4,0,0,0.002,0,11.07
1/6/22 4:30,16.86,84.1,0,0,0.002,0,11.16
1/6/22 5:00,16.85,84.8,0,0,0.002,0,10.97
1/6/22 5:30,16.8,85.6,0,0,0.002,0,10.77
1/6/22 6:00,16.69,86.2,0,0,0.002,0,10.53
1/6/22 6:30,16.56,86.4,0,0,0.002,0,10.22
1/6/22 7:00,16.38,87,0.001,0.001,0.002,0,10.22
1/6/22 7:30,16.29,87.4,0.014,0.014,0.002,0.01,10.36
1/6/22 8:00,16.21,87.2,0.053,0.055,0.019,0.056,10.9
1/6/22 8:30,16.39,85.7,0.133,0.147,0.132,0.161,14.43
1/6/22 9:00,17.18,76.78,0.181,0.203,0.192,0.223,19.53
1/6/22 9:30,18.54,67.79,0.243,0.273,0.264,0.299,24.26
1/6/22 10:00,20.31,60.24,0.418,0.509,0.491,0.544,33.3
1/6/22 10:30,22.35,56.04,0.425,0.519,0.494,0.548,34.11
1/6/22 11:00,24.02,47.4,0.685,0.924,0.832,0.918,45.63
1/6/22 11:30,25.64,45.89,0.262,0.325,0.289,0.329,36.82
1/6/22 12:00,25.64,48.41,0.289,0.352,0.328,0.371,27.58
1/6/22 12:30,25.43,46.3,0.328,0.395,0.372,0.417,33.89
1/6/22 13:00,25.51,45.82,0.179,0.207,0.191,0.225,28.9
1/6/22 13:30,24.99,48.96,0.214,0.228,0.21,0.244,25.35
1/6/22 14:00,24.52,53.39,0.227,0.227,0.209,0.242,26.22
1/6/22 14:30,24.32,50.94,0.2,0.209,0.194,0.225,25.09
1/6/22 15:00,24.23,53.4,0.171,0.18,0.161,0.191,25.48
1/6/22 15:30,24.08,57.56,0.117,0.113,0.093,0.119,22.31
1/6/22 16:00,23.55,68.07,0.07,0.064,0.031,0.066,19.25
1/6/22 16:30,22.78,71.28,0.027,0.022,0.004,0.02,16.94
1/6/22 17:00,22.06,75.72,0.004,0.002,0.003,0.001,15.61
1/6/22 17:30,21.45,75.72,0,0,0.004,0,15.11
1/6/22 18:00,21,77.63,0,0,0.004,0,15.13
1/6/22 18:30,20.7,80.4,0,0,0.003,0,14.61
1/6/22 19:00,20.39,82.3,0,0,0.003,0,14.25
1/6/22 19:30,20.11,82.5,0,0,0.003,0,14.35
1/6/22 20:00,19.87,83.9,0,0,0.003,0,13.47
1/6/22 20:30,19.53,85.6,0,0,0.003,0,12.39
1/6/22 21:00,19.08,86.4,0,0,0.003,0,11.47
1/6/22 21:30,18.54,87.4,0,0,0.002,0,11.01
1/6/22 22:00,18.02,87.5,0,0,0.002,0,10.94
1/6/22 22:30,17.62,88.4,0,0,0.002,0,10.44
1/6/22 23:00,17.18,89.2,0,0,0.002,0,10.01
1/6/22 23:30,16.78,89.6,0,0,0.002,0,9.84
1/7/22 0:00,16.46,92.2,0,0,0.002,0,9.76
1/7/22 0:30,16.25,91,0,0,0.002,0,9.98
1/7/22 1:00,16.15,90.4,0,0,0.002,0,9.68
1/7/22 1:30,15.95,90.2,0,0,0.002,0,9.13
1/7/22 2:00,15.76,93,0,0,0.002,0,9.45
1/7/22 2:30,15.61,93.4,0,0,0.002,0,8.94
1/7/22 3:00,15.38,93.5,0,0,0.002,0,9.17
1/7/22 3:30,15.28,92.8,0,0,0.002,0,8.94
1/7/22 4:00,15.18,93.5,0,0,0.002,0,8.51
1/7/22 4:30,15,93.6,0,0,0.002,0,8.4
1/7/22 5:00,14.82,93.9,0,0,0.002,0,8.2
1/7/22 5:30,14.68,93.9,0,0,0.002,0,8.27
1/7/22 6:00,14.55,94.2,0,0,0.001,0,7.899
1/7/22 6:30,14.4,93.5,0,0,0.001,0,7.793
1/7/22 7:00,14.19,94.3,0.002,0.001,0.001,0.001,7.453
1/7/22 7:30,14.08,94.2,0.028,0.031,0.005,0.028,8.72
1/7/22 8:00,14.31,94.5,0.063,0.067,0.031,0.07,10.25
1/7/22 8:30,14.88,93.9,0.142,0.169,0.156,0.185,13.36
1/7/22 9:00,15.88,94.6,0.168,0.201,0.183,0.216,15.28
1/7/22 9:30,17.21,92.2,0.268,0.342,0.332,0.373,21.4
1/7/22 10:00,19.09,73.96,0.404,0.551,0.527,0.583,30.72
1/7/22 10:30,21.31,64.8,0.387,0.47,0.447,0.498,31.4
1/7/22 11:00,23.27,61.94,0.559,0.763,0.701,0.773,40.24
1/7/22 11:30,24.9,55.1,0.564,0.796,0.726,0.802,42.63
1/7/22 12:00,25.92,50.19,0.579,0.826,0.744,0.823,44.45
1/7/22 12:30,26.6,43.78,0.567,0.819,0.733,0.809,45.81
1/7/22 13:00,27.28,38.11,0.543,0.798,0.711,0.786,46.32
1/7/22 13:30,27.72,41.04,0.508,0.762,0.683,0.753,44.2
1/7/22 14:00,27.81,46.01,0.379,0.569,0.507,0.564,41.57
1/7/22 14:30,27.4,48.54,0.36,0.553,0.507,0.561,34.01
1/7/22 15:00,26.57,54.31,0.276,0.452,0.409,0.456,31.58
1/7/22 15:30,25.67,56.19,0.214,0.37,0.319,0.359,28.52
1/7/22 16:00,24.82,59.94,0.131,0.248,0.139,0.172,25.06
1/7/22 16:30,23.88,63.37,0.049,0.106,0.003,0.039,20.42
1/7/22 17:00,22.73,73.09,0.006,0.004,0.003,0.004,14.48
1/7/22 17:30,21.37,78.04,0,0,0.003,0,12.27
1/7/22 18:00,20.21,80.1,0,0,0.003,0,11.59
1/7/22 18:30,19.29,82.7,0,0,0.002,0,11.44
1/7/22 19:00,18.67,84.5,0,0,0.002,0,11.28
1/7/22 19:30,18.1,85.6,0,0,0.002,0,10.17
1/7/22 20:00,17.48,85.9,0,0,0.002,0,9.12
1/7/22 20:30,16.77,86.8,0,0,0.002,0,8.36
1/7/22 21:00,16.03,87.5,0,0,0.002,0,7.801
1/7/22 21:30,15.41,88.5,0,0,0.002,0,7.564
1/7/22 22:00,14.99,88.8,0,0,0.001,0,7.854
1/7/22 22:30,14.73,89.9,0,0,0.001,0,7.441
1/7/22 23:00,14.48,89.4,0,0,0.002,0,7.335
1/7/22 23:30,14.26,88.8,0,0,0.002,0,7.234
1/8/22 0:00,13.97,90,0,0,0.002,0,6.184
1/8/22 0:30,13.54,88.9,0,0,0.002,0,6.309
1/8/22 1:00,13.27,93.4,0,0,0.002,0,6.358
1/8/22 1:30,13.22,89.6,0,0,0.002,0,7.379
1/8/22 2:00,13.22,93.3,0,0,0.002,0,6.195
1/8/22 2:30,13.03,94,0,0,0.002,0,6.002
1/8/22 3:00,12.86,93.9,0,0,0.002,0,7.27
1/8/22 3:30,13.07,93.3,0,0,0.001,0,7.109
1/8/22 4:00,13.14,90.7,0,0,0.002,0,6.241
1/8/22 4:30,13.03,92.2,0,0,0.002,0,5.468
1/8/22 5:00,12.68,94.1,0,0,0.002,0,5.231
1/8/22 5:30,12.48,90.2,0,0,0.002,0,6.99
1/8/22 6:00,12.57,93.4,0,0,0.002,0,6.119
1/8/22 6:30,12.56,94.2,0,0,0.002,0,6.106
1/8/22 7:00,12.63,93.4,0.001,0.001,0.002,0.001,6.255
1/8/22 7:30,12.58,94.1,0.014,0.013,0.002,0.006,6.127
1/8/22 8:00,12.58,94.4,0.045,0.043,0.003,0.042,8.45
1/8/22 8:30,13.15,94.8,0.08,0.085,0.058,0.091,10.71
1/8/22 9:00,14.3,95.1,0.215,0.277,0.26,0.297,16.5
1/8/22 9:30,16.2,93.9,0.28,0.362,0.342,0.384,22.22
1/8/22 10:00,18.28,81.5,0.428,0.593,0.561,0.619,29.42
1/8/22 10:30,20.5,73.06,0.477,0.667,0.624,0.689,33.01
1/8/22 11:00,22.17,70.33,0.497,0.676,0.627,0.691,32.32
1/8/22 11:30,23.32,69.99,0.416,0.559,0.513,0.571,33.16
1/8/22 12:00,23.66,68.21,0.336,0.427,0.395,0.443,28.54
1/8/22 12:30,23.77,59.13,0.529,0.705,0.648,0.716,33.59
1/8/22 13:00,24.47,47.05,0.54,0.784,0.713,0.786,37.66
1/8/22 13:30,25.05,50.32,0.489,0.733,0.667,0.736,36.05
1/8/22 14:00,25.19,52.57,0.404,0.609,0.556,0.615,33.75
1/8/22 14:30,25.14,50.39,0.364,0.572,0.523,0.579,32.52
1/8/22 15:00,24.91,58.23,0.295,0.468,0.424,0.471,30.6
1/8/22 15:30,24.51,55.23,0.2,0.35,0.303,0.342,26.48
1/8/22 16:00,23.9,59.82,0.13,0.253,0.143,0.177,24.11
1/8/22 16:30,23.15,64.46,0.052,0.111,0.004,0.043,19.73
1/8/22 17:00,22.06,69.24,0.008,0.007,0.003,0.006,13.87
1/8/22 17:30,20.76,76.61,0,0,0.003,0,10.95
1/8/22 18:00,19.43,81.1,0,0,0.002,0,10.29
1/8/22 18:30,18.38,84.1,0,0,0.002,0,10.03
1/8/22 19:00,17.61,85.9,0,0,0.002,0,9.73
1/8/22 19:30,17.07,86.1,0,0,0.002,0,9.43
1/8/22 20:00,16.57,87.9,0,0,0.002,0,8.57
1/8/22 20:30,16.01,87.2,0,0,0.002,0,8.24
1/8/22 21:00,15.55,87.7,0,0,0.002,0,7.672
1/8/22 21:30,15.1,88.9,0,0,0.002,0,7.092
1/8/22 22:00,14.64,90.1,0,0,0.001,0,7.559
1/8/22 22:30,14.41,89.4,0,0,0.001,0,7.317
1/8/22 23:00,14.11,89.4,0,0,0.002,0,6.771
1/8/22 23:30,13.73,89.5,0,0,0.002,0,6.501
1/9/22 0:00,13.33,89.4,0,0,0.002,0,5.94
1/9/22 0:30,13.04,90,0,0,0.002,0,6.039
1/9/22 1:00,12.91,91.3,0,0,0.002,0,5.942
1/9/22 1:30,12.85,92,0,0,0.002,0,6.552
1/9/22 2:00,12.99,93.5,0,0,0.002,0,6.5
1/9/22 2:30,13.12,89.8,0,0,0.002,0,6.587
1/9/22 3:00,13.01,89.7,0,0,0.002,0,5.902
1/9/22 3:30,12.84,89.6,0,0,0.002,0,6.03
1/9/22 4:00,12.6,94.3,0,0,0.002,0,5.63
1/9/22 4:30,12.39,93.9,0,0,0.002,0,6.785
1/9/22 5:00,12.6,91.7,0,0,0.002,0,7.319
1/9/22 5:30,12.79,94,0,0,0.002,0,6.507
1/9/22 6:00,12.75,94.1,0,0,0.002,0,6.749
1/9/22 6:30,12.77,94.3,0,0,0.002,0,6.446
1/9/22 7:00,12.82,92.8,0.001,0,0.002,0.001,5.999
1/9/22 7:30,12.69,94.1,0.022,0.03,0.006,0.028,6.66
1/9/22 8:00,12.83,94.2,0.097,0.17,0.148,0.178,10.16
1/9/22 8:30,13.67,94.4,0.21,0.302,0.284,0.322,15.02
1/9/22 9:00,15.14,94.5,0.298,0.426,0.409,0.455,21.2
1/9/22 9:30,17.28,79.98,0.372,0.527,0.5,0.554,29.99
1/9/22 10:00,19.74,73.21,0.432,0.577,0.542,0.599,34.88
