Datetime,Tamb,RH,GHI,POA,Pac,Pdc,Tmod
11/22/22 18:30,23.28,60.3,0,0,0.004,0,14.04
11/22/22 19:00,22.28,63.85,0,0,0.004,0,13.22
11/22/22 19:30,21.41,64.88,0,0,0.004,0,12.83
11/22/22 20:00,20.66,65.5,0,0,0.003,0,12.37
11/22/22 20:30,19.99,67.14,0,0,0.003,0,11.9
11/22/22 21:00,19.41,63.32,0,0,0.003,0,11.85
11/22/22 21:30,19.03,66.67,0,0,0.003,0,11.5
11/22/22 22:00,18.65,67.83,0,0,0.003,0,11.58
11/22/22 22:30,18.31,68.93,0,0,0.003,0,11.46
11/22/22 23:00,18.07,68.66,0,0,0.003,0,11.49
11/22/22 23:30,17.91,69.28,0,0,0.003,0,10.98
11/23/22 0:00,17.67,71.05,0,0,0.002,0,10.77
11/23/22 0:30,17.4,70.78,0,0,0.002,0,10.53
11/23/22 1:00,17.23,70.41,0,0,0.003,0,10.82
11/23/22 1:30,17.14,71.6,0,0,0.002,0,10.2
11/23/22 2:00,16.93,72.83,0,0,0.002,0,9.86
11/23/22 2:30,16.76,72.83,0,0,0.003,0,9.69
11/23/22 3:00,16.48,73.38,0,0,0.002,0,9.13
11/23/22 3:30,16.1,74.37,0,0,0.002,0,8.99
11/23/22 4:00,15.77,75.22,0,0,0.002,0,8.95
11/23/22 4:30,15.59,76.14,0,0,0.002,0,8.48
11/23/22 5:00,15.42,75.63,0,0,0.002,0,8.47
11/23/22 5:30,15.26,76.45,0,0,0.002,0,8.88
11/23/22 6:00,15.23,76.72,0,0,0.002,0,9.06
11/23/22 6:30,15.38,76.18,0.001,0,0.002,0,10.18
11/23/22 7:00,15.74,74.81,0.016,0.016,0.003,0.012,10.69
11/23/22 7:30,16.16,71.67,0.081,0.127,0.101,0.13,12.68
11/23/22 8:00,17.12,61.02,0.205,0.291,0.267,0.303,18.12
11/23/22 8:30,18.88,47.56,0.278,0.404,0.386,0.431,25.19
11/23/22 9:00,21.32,39.87,0.329,0.523,0.487,0.539,34
11/23/22 9:30,24.06,36.69,0.422,0.617,0.566,0.626,39.3
11/23/22 10:00,26.41,39.07,0.48,0.695,0.63,0.695,44.03
11/23/22 10:30,27.87,34.63,0.445,0.627,0.561,0.622,44.3
11/23/22 11:00,28.75,34.83,0.533,0.742,0.656,0.726,44.29
11/23/22 11:30,29.51,33.06,0.603,0.832,0.722,0.798,48.41
11/23/22 12:00,30.02,34.12,0.325,0.393,0.343,0.386,40.9
11/23/22 12:30,29.46,36.06,0.15,0.144,0.122,0.15,29.12
11/23/22 13:00,28.35,39.13,0.071,0.065,0.032,0.068,24.45
11/23/22 13:30,27.12,42.75,0.07,0.066,0.03,0.07,21.68
11/23/22 14:00,26.27,42.75,0.104,0.101,0.078,0.105,23.54
11/23/22 14:30,26.05,37.98,0.135,0.14,0.117,0.144,24.96
11/23/22 15:00,26.05,38.66,0.135,0.151,0.124,0.153,25.51
11/23/22 15:30,25.99,42.28,0.128,0.182,0.142,0.172,25.12
11/23/22 16:00,25.8,45.41,0.09,0.156,0.059,0.094,24.24
11/23/22 16:30,25.33,50.02,0.02,0.025,0.003,0.013,19.79
11/23/22 17:00,24.64,53.07,0.001,0.001,0.004,0,17.65
11/23/22 17:30,23.91,59.89,0,0,0.004,0,15.17
11/23/22 18:00,22.89,64.39,0,0,0.004,0,13.7
11/23/22 18:30,21.84,66.1,0,0,0.004,0,13.18
11/23/22 19:00,20.9,69.11,0,0,0.004,0,12.53
11/23/22 19:30,20.14,68.98,0,0,0.003,0,13.32
11/23/22 20:00,19.85,67.62,0,0,0.003,0,14.2
11/23/22 20:30,19.88,66.56,0,0,0.004,0,14.23
11/23/22 21:00,19.88,67.89,0,0,0.003,0,12.94
11/23/22 21:30,19.61,70.21,0,0,0.003,0,12.09
11/23/22 22:00,19.2,71.17,0,0,0.003,0,12.22
11/23/22 22:30,18.8,73.29,0,0,0.003,0,11.68
11/23/22 23:00,18.46,73.22,0,0,0.003,0,11.78
11/23/22 23:30,18.16,74.39,0,0,0.003,0,11.14
11/24/22 0:00,17.86,74.73,0,0,0.003,0,11.26
11/24/22 0:30,17.57,75.01,0,0,0.003,0,10.8
11/24/22 1:00,17.27,77.13,0,0,0.002,0,10.48
11/24/22 1:30,17.09,76.62,0,0,0.003,0,10.57
11/24/22 2:00,16.98,77.2,0,0,0.003,0,10.48
11/24/22 2:30,16.87,75.94,0,0,0.003,0,10.22
11/24/22 3:00,16.65,75.56,0,0,0.002,0,9.22
11/24/22 3:30,16.19,76.45,0,0,0.002,0,8.93
11/24/22 4:00,15.87,77.27,0,0,0.002,0,8.39
11/24/22 4:30,15.45,77.34,0,0,0.002,0,7.84
11/24/22 5:00,15.06,83,0,0,0.002,0,7.534
11/24/22 5:30,14.73,78.84,0,0,0.002,0,7.602
11/24/22 6:00,14.58,81.5,0,0,0.002,0,8.31
11/24/22 6:30,14.7,99.9,0.001,0,0.002,0,9.19
11/24/22 7:00,14.93,76.72,0.016,0.015,0.002,0.012,10.12
11/24/22 7:30,15.38,79.62,0.048,0.049,0.011,0.051,11.08
11/24/22 8:00,16.01,77.82,0.102,0.109,0.091,0.119,13.28
11/24/22 8:30,16.98,64.71,0.15,0.166,0.15,0.178,15.92
11/24/22 9:00,18.44,47.84,0.168,0.186,0.17,0.2,19.42
11/24/22 9:30,20.11,41.65,0.206,0.231,0.215,0.249,22.25
11/24/22 10:00,21.99,36.02,0.25,0.28,0.265,0.301,27.24
11/24/22 10:30,23.58,45.09,0.132,0.126,0.111,0.138,22.32
11/24/22 11:00,23.58,63.71,0.076,0.071,0.043,0.082,18.24
11/24/22 11:30,22.95,59.69,0.345,0.421,0.411,0.461,22.22
11/24/22 12:00,23.47,51.57,0.262,0.293,0.268,0.304,32.32
11/24/22 12:30,24.19,51.81,0.152,0.166,0.154,0.183,25.24
11/24/22 13:00,24.22,45.36,0.22,0.244,0.227,0.262,26
11/24/22 13:30,24.43,42.29,0.329,0.4,0.376,0.421,30.35
11/24/22 14:00,25.22,39.07,0.35,0.496,0.453,0.504,37.55
11/24/22 14:30,26.07,42.86,0.133,0.145,0.127,0.154,28.28
11/24/22 15:00,25.98,44.87,0.111,0.11,0.089,0.116,23.54
11/24/22 15:30,25.49,37.03,0.111,0.153,0.124,0.152,23.18
11/24/22 16:00,25.2,37.64,0.109,0.18,0.096,0.123,26.06
11/24/22 16:30,24.79,50.57,0.009,0.006,0.003,0.004,17.91
11/24/22 17:00,23.62,57.03,0.001,0,0.004,0,15.07
11/24/22 17:30,22.49,67.77,0,0,0.004,0,14.94
11/24/22 18:00,21.34,71.29,0,0,0.003,0,13.55
11/24/22 18:30,20.25,73.35,0,0,0.003,0,11.99
11/24/22 19:00,19.32,75.95,0,0,0.003,0,11.65
11/24/22 19:30,18.71,76.08,0,0,0.003,0,11.46
11/24/22 20:00,18.18,78.21,0,0,0.003,0,10.77
11/24/22 20:30,17.82,79.58,0,0,0.003,0,11.7
11/24/22 21:00,17.73,81.2,0,0,0.003,0,12.34
11/24/22 21:30,17.69,83.5,0,0,0.003,0,11.38
11/24/22 22:00,17.56,91.1,0,0,0.003,0,11.31
11/24/22 22:30,17.48,90.9,0,0,0.003,0,11.11
11/24/22 23:00,17.4,91.1,0,0,0.003,0,11.47
11/24/22 23:30,17.44,99.9,0,0,0.003,0,12.06
11/25/22 0:00,17.6,99.9,0,0,0.003,0,12.45
11/25/22 0:30,17.75,99.9,0,0,0.003,0,12.5
11/25/22 1:00,17.86,99.8,0,0,0.004,0,12.44
11/25/22 1:30,17.9,99.9,0,0,0.003,0,12.42
11/25/22 2:00,17.91,99.9,0,0,0.003,0,12.61
11/25/22 2:30,17.86,83.6,0,0,0.003,0,11.87
11/25/22 3:00,17.6,79.86,0,0,0.003,0,11.47
11/25/22 3:30,17.35,77.1,0,0,0.003,0,10.09
11/25/22 4:00,16.88,78.09,0,0,0.003,0,8.64
11/25/22 4:30,16.24,78.98,0,0,0.002,0,8.05
11/25/22 5:00,15.66,79.8,0,0,0.002,0,7.721
11/25/22 5:30,15.14,82,0,0,0.002,0,7.489
11/25/22 6:00,14.76,99.9,0,0,0.002,0,8.01
11/25/22 6:30,14.59,82.7,0,0,0.002,0,8.24
11/25/22 7:00,14.59,99.9,0.012,0.012,0.002,0.01,8.01
11/25/22 7:30,14.72,99.9,0.088,0.133,0.114,0.145,10.79
11/25/22 8:00,15.51,78.36,0.132,0.204,0.189,0.219,16.04
11/25/22 8:30,16.85,77.54,0.226,0.375,0.364,0.408,18.59
11/25/22 9:00,18.58,58.48,0.368,0.547,0.535,0.591,29.91
11/25/22 9:30,21.06,42.98,0.425,0.644,0.615,0.678,36.63
11/25/22 10:00,23.44,39.36,0.493,0.733,0.683,0.753,39.63
11/25/22 10:30,25.39,33.82,0.572,0.836,0.762,0.841,41.97
11/25/22 11:00,26.75,36.75,0.546,0.758,0.689,0.763,39.1
11/25/22 11:30,27.22,46.3,0.382,0.467,0.422,0.474,32.31
11/25/22 12:00,25.52,49.71,0.244,0.306,0.303,0.345,19.37
11/25/22 12:30,24.04,44.07,0.484,0.685,0.631,0.7,32.99
11/25/22 13:00,24.38,50.61,0.297,0.386,0.338,0.379,27.66
11/25/22 13:30,23.57,57.44,0.149,0.16,0.155,0.185,16.73
11/25/22 14:00,22.08,49.39,0.276,0.395,0.377,0.424,20.2
11/25/22 14:30,22.01,42.56,0.322,0.521,0.482,0.534,29.34
11/25/22 15:00,22.46,46.25,0.085,0.089,0.069,0.093,19.16
11/25/22 15:30,22.08,47.61,0.037,0.034,0.005,0.036,17.02
11/25/22 16:00,21.51,47.55,0.044,0.042,0.018,0.05,14.83
11/25/22 16:30,20.54,58.54,0.019,0.015,0.003,0.017,13.19
11/25/22 17:00,19.37,56.23,0.001,0,0.003,0,11.81
11/25/22 17:30,18.52,57.59,0,0,0.003,0,11.62
11/25/22 18:00,18.01,56.81,0,0,0.003,0,12.32
11/25/22 18:30,17.82,53.98,0,0,0.003,0,12.58
11/25/22 19:00,17.84,56.92,0,0,0.003,0,12.42
11/25/22 19:30,17.81,59.65,0,0,0.003,0,11.72
11/25/22 20:00,17.72,52.55,0,0,0.003,0,12.28
11/25/22 20:30,17.72,52.18,0,0,0.003,0,12.25
11/25/22 21:00,17.73,53.92,0,0,0.003,0,12.16
11/25/22 21:30,17.67,58.97,0,0,0.002,0,10.79
11/25/22 22:00,17.4,55.97,0,0,0.002,0,10.8
11/25/22 22:30,17.3,59.52,0,0,0.002,0,11.55
11/25/22 23:00,16.94,61.67,0,0,0.002,0,9.68
11/25/22 23:30,16.32,63.41,0,0,0.002,0,9.94
11/26/22 0:00,15.92,66.89,0,0,0.002,0,10.17
11/26/22 0:30,15.59,68.26,0,0,0.002,0,9.49
11/26/22 1:00,15.28,68.26,0,0,0.002,0,8.78
11/26/22 1:30,15.04,68.26,0,0,0.002,0,8.21
11/26/22 2:00,14.83,66.55,0,0,0.002,0,8.15
11/26/22 2:30,14.7,65.6,0,0,0.002,0,8.15
11/26/22 3:00,14.63,61.98,0,0,0.002,0,8.21
11/26/22 3:30,14.63,60.07,0,0,0.002,0,7.993
11/26/22 4:00,14.63,55.94,0,0,0.002,0,8.13
11/26/22 4:30,14.7,56.86,0,0,0.002,0,7.907
11/26/22 5:00,14.71,55.49,0,0,0.002,0,7.976
11/26/22 5:30,14.74,51.26,0,0,0.002,0,8.59
11/26/22 6:00,14.95,50.48,0,0,0.002,0,9.52
11/26/22 6:30,15.2,51.54,0,0,0.002,0,9.48
11/26/22 7:00,15.33,57.47,0.012,0.011,0.002,0.01,8.59
11/26/22 7:30,15.37,50.24,0.112,0.169,0.144,0.177,13.3
11/26/22 8:00,16.28,45.46,0.198,0.325,0.312,0.351,20
11/26/22 8:30,17.91,43.27,0.285,0.452,0.442,0.49,24.16
11/26/22 9:00,19.73,40.46,0.371,0.565,0.547,0.605,28.7
11/26/22 9:30,21.66,37.45,0.456,0.671,0.637,0.702,33.77
11/26/22 10:00,23.64,32.4,0.534,0.771,0.718,0.792,36.97
11/26/22 10:30,25.4,30.14,0.606,0.86,0.782,0.863,41.62
11/26/22 11:00,26.81,27.14,0.57,0.837,0.763,0.84,42.8
11/26/22 11:30,27.7,24.96,0.58,0.856,0.774,0.853,43
11/26/22 12:00,28.25,23.86,0.584,0.868,0.779,0.859,43.65
11/26/22 12:30,28.77,22.97,0.568,0.852,0.761,0.838,44.97
11/26/22 13:00,29.24,18.88,0.538,0.818,0.73,0.807,44.8
11/26/22 13:30,29.38,23.11,0.491,0.762,0.687,0.758,43.99
11/26/22 14:00,29.09,23.59,0.431,0.688,0.628,0.692,41.21
11/26/22 14:30,28.59,22.43,0.358,0.594,0.545,0.602,38.71
11/26/22 15:00,28.02,22.23,0.278,0.488,0.445,0.494,35.61
11/26/22 15:30,27.36,21.96,0.192,0.362,0.297,0.336,31.93
11/26/22 16:00,26.49,28.57,0.088,0.156,0.057,0.086,26.52
11/26/22 16:30,25.02,36.14,0.011,0.009,0.001,0.009,16.74
11/26/22 17:00,23,40.62,0.001,0,0.001,0,12.28
11/26/22 17:30,21.08,49.39,0,0,0.002,0,11.34
11/26/22 18:00,19.67,54.59,0,0,0.002,0,10.76
11/26/22 18:30,18.63,53.77,0,0,0.002,0,10.84
11/26/22 19:00,17.86,57.33,0,0,0.002,0,9.38
11/26/22 19:30,17.12,60.55,0,0,0.002,0,8.18
11/26/22 20:00,16.38,62.12,0,0,0.002,0,7.6
11/26/22 20:30,15.73,64.1,0,0,0.002,0,7.139
11/26/22 21:00,15.14,63.75,0,0,0.002,0,7.194
11/26/22 21:30,14.79,61.98,0,0,0.002,0,7.564
11/26/22 22:00,14.64,63.55,0,0,0.002,0,7.171
11/26/22 22:30,14.49,64.17,0,0,0.002,0,6.967
11/26/22 23:00,14.27,65.4,0,0,0.002,0,6.363
11/26/22 23:30,13.93,66.33,0,0,0.002,0,6.02
11/27/22 0:00,13.66,64.96,0,0,0.002,0,6.357
11/27/22 0:30,13.48,66.7,0,0,0.002,0,5.904
11/27/22 1:00,13.23,67.42,0,0,0.002,0,5.656
11/27/22 1:30,13.02,68.79,0,0,0.002,0,5.587
11/27/22 2:00,12.79,67.45,0,0,0.002,0,5.782
11/27/22 2:30,12.7,68.54,0,0,0.002,0,5.942
11/27/22 3:00,12.63,69.57,0,0,0.003,0,5.327
11/27/22 3:30,12.55,69.84,0,0,0.002,0,5.808
11/27/22 4:00,12.57,70.25,0,0,0.002,0,5.953
11/27/22 4:30,12.57,70.46,0,0,0.002,0,5.805
11/27/22 5:00,12.5,70.73,0,0,0.002,0,5.879
11/27/22 5:30,12.49,71.28,0,0,0.002,0,5.731
11/27/22 6:00,12.47,71.14,0,0,0.002,0,5.552
11/27/22 6:30,12.4,72.57,0,0,0.002,0,5.656
11/27/22 7:00,12.44,70.73,0.011,0.01,0.002,0.007,6.839
11/27/22 7:30,12.74,69.91,0.053,0.056,0.024,0.061,8.07
11/27/22 8:00,13.37,64.79,0.108,0.118,0.104,0.133,10.75
11/27/22 8:30,14.53,59.66,0.178,0.206,0.198,0.231,15.08
11/27/22 9:00,16.18,57.03,0.147,0.145,0.13,0.161,16.45
11/27/22 9:30,17.75,54.53,0.213,0.227,0.22,0.253,20.45
11/27/22 10:00,19.52,42.99,0.347,0.412,0.405,0.45,29.18
11/27/22 10:30,21.71,35.47,0.396,0.48,0.466,0.515,33.38
11/27/22 11:00,23.5,36.77,0.401,0.478,0.461,0.511,34.22
11/27/22 11:30,24.6,30.96,0.383,0.465,0.449,0.496,33.26
11/27/22 12:00,25.32,28.44,0.454,0.618,0.579,0.641,36.97
11/27/22 12:30,26.1,30.89,0.427,0.611,0.558,0.618,39.42
11/27/22 13:00,26.43,30.04,0.417,0.582,0.538,0.596,35.36
11/27/22 13:30,26.5,27.41,0.474,0.697,0.639,0.705,38.4
11/27/22 14:00,26.68,27.89,0.391,0.603,0.556,0.613,37.09
11/27/22 14:30,26.58,26.46,0.357,0.569,0.521,0.577,35.66
11/27/22 15:00,26.39,29.32,0.279,0.419,0.385,0.43,32.8
11/27/22 15:30,25.98,32.73,0.132,0.16,0.141,0.169,25.29
11/27/22 16:00,24.99,34.51,0.066,0.07,0.036,0.073,19.66
11/27/22 16:30,23.89,39.84,0.029,0.029,0.002,0.029,17.61
11/27/22 17:00,22.89,48.5,0.001,0.001,0.003,0,15.81
11/27/22 17:30,22.06,51.5,0,0,0.004,0,15.17
11/27/22 18:00,21.34,51.37,0,0,0.003,0,14.08
11/27/22 18:30,20.7,54,0,0,0.003,0,13.12
11/27/22 19:00,20.1,54.96,0,0,0.003,0,12.49
11/27/22 19:30,19.51,54.52,0,0,0.003,0,11.52
11/27/22 20:00,18.92,56.23,0,0,0.003,0,10.59
11/27/22 20:30,18.33,57.19,0,0,0.003,0,9.63
11/27/22 21:00,17.75,57.2,0,0,0.002,0,9.13
11/27/22 21:30,17.26,57.34,0,0,0.002,0,8.9
11/27/22 22:00,16.85,59.18,0,0,0.002,0,8.42
11/27/22 22:30,16.45,63.21,0,0,0.002,0,8.06
11/27/22 23:00,15.91,65.8,0,0,0.002,0,7.434
11/27/22 23:30,15.33,66.83,0,0,0.002,0,7.2
11/28/22 0:00,14.8,67.78,0,0,0.002,0,6.811
11/28/22 0:30,14.33,68.41,0,0,0.002,0,6.401
11/28/22 1:00,13.86,68.95,0,0,0.002,0,6.123
11/28/22 1:30,13.46,69.3,0,0,0.002,0,6.408
11/28/22 2:00,13.26,69.98,0,0,0.002,0,6.251
11/28/22 2:30,13.17,70.73,0,0,0.002,0,6.243
11/28/22 3:00,13.14,70.73,0,0,0.002,0,6.365
11/28/22 3:30,13.1,71.38,0,0,0.002,0,6.252
11/28/22 4:00,13.02,71.41,0,0,0.002,0,6.003
11/28/22 4:30,12.9,72.16,0,0,0.002,0,5.75
11/28/22 5:00,12.78,72.37,0,0,0.002,0,5.703
11/28/22 5:30,12.67,72.71,0,0,0.002,0,5.626
11/28/22 6:00,12.54,73.19,0,0,0.002,0,5.454
11/28/22 6:30,12.46,75.27,0,0.001,0.002,0,6.568
11/28/22 7:00,12.78,77.42,0.011,0.012,0.002,0.008,8.22
11/28/22 7:30,13.56,74.86,0.08,0.114,0.087,0.119,11.17
11/28/22 8:00,15.16,58.12,0.195,0.268,0.256,0.292,16.86
11/28/22 8:30,17.45,49.14,0.222,0.273,0.266,0.303,22.14
11/28/22 9:00,19.65,40.53,0.302,0.405,0.391,0.437,26.45
11/28/22 9:30,21.55,43.49,0.231,0.293,0.274,0.311,28.53
11/28/22 10:00,22.62,34.45,0.248,0.268,0.251,0.286,25.6
11/28/22 10:30,23.21,33.29,0.338,0.398,0.379,0.424,28.38
11/28/22 11:00,23.88,32.74,0.36,0.408,0.387,0.432,29.25
11/28/22 11:30,24.72,32.12,0.361,0.415,0.391,0.436,32.17
11/28/22 12:00,25.54,33.89,0.421,0.546,0.507,0.562,35.27
11/28/22 12:30,26.17,33.41,0.295,0.338,0.32,0.359,30.36
11/28/22 13:00,26.14,34.84,0.186,0.188,0.175,0.204,26.44
11/28/22 13:30,25.7,36.75,0.176,0.175,0.162,0.192,24.29
11/28/22 14:00,25.19,39.82,0.134,0.129,0.114,0.14,23.3
11/28/22 14:30,24.77,42.83,0.095,0.091,0.077,0.102,21.59
11/28/22 15:00,24.09,45.5,0.077,0.078,0.061,0.086,20.05
11/28/22 15:30,23.35,46.73,0.07,0.084,0.061,0.088,19.66
11/28/22 16:00,22.88,45.23,0.063,0.068,0.04,0.071,19.02
11/28/22 16:30,22.31,44.34,0.012,0.01,0.003,0.007,16.7
11/28/22 17:00,21.87,48.23,0,0,0.004,0,15.99
11/28/22 17:30,21.62,53.28,0,0,0.004,0,15.52
11/28/22 18:00,21.37,54.65,0,0,0.004,0,15.74
11/28/22 18:30,21.29,57.03,0,0,0.004,0,15.55
11/28/22 19:00,21.06,57.58,0,0,0.004,0,14.27
11/28/22 19:30,20.71,59.83,0,0,0.004,0,13.33
11/28/22 20:00,20.29,61.06,0,0,0.003,0,13.51
11/28/22 20:30,20.07,61.37,0,0,0.004,0,13.8
11/28/22 21:00,20,60.32,0,0,0.004,0,13.91
11/28/22 21:30,19.96,60.49,0,0,0.004,0,13.3
11/28/22 22:00,19.87,57.86,0,0,0.004,0,14.24
11/28/22 22:30,19.97,57.65,0,0,0.004,0,14.52
11/28/22 23:00,20.15,58.03,0,0,0.004,0,14.92
11/28/22 23:30,20.27,59.42,0,0,0.004,0,14.53
11/29/22 0:00,20.24,59.42,0,0,0.004,0,14.33
11/29/22 0:30,20.18,61.34,0,0,0.004,0,13.69
11/29/22 1:00,19.96,62.71,0,0,0.004,0,12.47
11/29/22 1:30,19.61,64.41,0,0,0.003,0,12.57
11/29/22 2:00,19.45,60.93,0,0,0.004,0,13.68
11/29/22 2:30,19.77,56.43,0,0,0.004,0,14.98
11/29/22 3:00,20.13,53.08,0,0,0.004,0,15.1
11/29/22 3:30,20.36,53.42,0,0,0.004,0,15.56
11/29/22 4:00,20.55,54.44,0,0,0.004,0,15.42
11/29/22 4:30,20.6,56.97,0,0,0.004,0,14.66
11/29/22 5:00,20.48,57.72,0,0,0.004,0,14.33
11/29/22 5:30,20.33,57.93,0,0,0.004,0,14.38
11/29/22 6:00,20.27,51.85,0,0,0.004,0,14.95
11/29/22 6:30,20.36,51.51,0,0,0.004,0,15.04
11/29/22 7:00,20.44,53.8,0,0,0.004,0,14.99
11/29/22 7:30,20.42,56.15,0,0,0.004,0,15.15
11/29/22 8:00,20.48,61.54,0,0,0.004,0,14.84
11/29/22 8:30,20.39,68.7,0.002,0.001,0.004,0,14.79
11/29/22 9:00,20.01,70.34,0.006,0.006,0.004,0.002,14.8
11/29/22 9:30,19.71,69.87,0.022,0.023,0.004,0.021,14.83
11/29/22 10:00,19.45,66.87,0.062,0.069,0.039,0.075,15.36
11/29/22 10:30,19.61,63.66,0.206,0.224,0.212,0.245,19.82
11/29/22 11:00,20.52,56.56,0.412,0.518,0.497,0.552,27.07
11/29/22 11:30,22.06,49.56,0.594,0.825,0.76,0.838,38.25
11/29/22 12:00,23.7,46.59,0.581,0.836,0.768,0.845,38.95
11/29/22 12:30,24.76,43.17,0.577,0.809,0.737,0.814,39.15
11/29/22 13:00,25.33,48.62,0.28,0.328,0.311,0.352,30.92
11/29/22 13:30,25.03,48.11,0.244,0.27,0.257,0.293,26.2
11/29/22 14:00,24.41,51.39,0.221,0.249,0.234,0.268,25.25
11/29/22 14:30,24.02,51.57,0.166,0.193,0.174,0.205,23.06
11/29/22 15:00,24.16,46.18,0.286,0.408,0.376,0.42,30.23
11/29/22 15:30,24.76,49.1,0.176,0.219,0.196,0.229,27.13
11/29/22 16:00,24.67,50.53,0.109,0.152,0.098,0.127,23.33
11/29/22 16:30,24.11,54.98,0.028,0.029,0.004,0.03,18.7
11/29/22 17:00,23.35,58.46,0.005,0.004,0.004,0.002,16.01
11/29/22 17:30,22.53,62.55,0,0,0.004,0,14.66
11/29/22 18:00,21.77,65.18,0,0,0.004,0,13.83
11/29/22 18:30,21.06,66.72,0,0,0.004,0,13.46
11/29/22 19:00,20.42,68.36,0,0,0.003,0,12.83
11/29/22 19:30,19.85,70.96,0,0,0.003,0,12.51
11/29/22 20:00,19.35,71.78,0,0,0.003,0,12.3
11/29/22 20:30,18.92,72.53,0,0,0.003,0,11.58
11/29/22 21:00,18.51,73.76,0,0,0.003,0,11.17
11/29/22 21:30,18.08,73.91,0,0,0.003,0,11.07
11/29/22 22:00,17.7,77.6,0,0,0.003,0,10.97
11/29/22 22:30,17.49,77.13,0,0,0.003,0,11.37
11/29/22 23:00,17.37,77,0,0,0.003,0,10.8
11/29/22 23:30,17.25,80.1,0,0,0.003,0,11.6
11/30/22 0:00,17.31,78.05,0,0,0.003,0,12.04
11/30/22 0:30,17.41,82.5,0,0,0.003,0,11.96
11/30/22 1:00,17.53,79.55,0,0,0.003,0,12.46
11/30/22 1:30,17.71,80.3,0,0,0.004,0,12.57
11/30/22 2:00,17.85,79.71,0,0,0.003,0,12.59
11/30/22 2:30,17.93,80.9,0,0,0.003,0,12.7
11/30/22 3:00,18.01,81.3,0,0,0.003,0,12.43
11/30/22 3:30,18,79.16,0,0,0.004,0,12.01
11/30/22 4:00,17.83,79.47,0,0,0.004,0,10.67
11/30/22 4:30,17.51,99.9,0,0,0.003,0,10.28
11/30/22 5:00,17.17,81.2,0,0,0.003,0,10.35
11/30/22 5:30,16.85,99.7,0,0,0.003,0,9.85
11/30/22 6:00,16.58,99.9,0,0,0.003,0,9.94
11/30/22 6:30,16.44,88.6,0,0,0.003,0,10.31
11/30/22 7:00,16.33,99.9,0.009,0.009,0.003,0.007,10.01
11/30/22 7:30,16.31,99.9,0.061,0.084,0.058,0.088,12.06
11/30/22 8:00,16.86,86.6,0.139,0.216,0.198,0.231,16.12
11/30/22 8:30,18.04,76.02,0.129,0.206,0.187,0.219,19.35
11/30/22 9:00,19.41,67.42,0.313,0.445,0.426,0.474,25.12
11/30/22 9:30,21.36,52.53,0.394,0.561,0.535,0.591,34.81
11/30/22 10:00,23.48,48.43,0.448,0.653,0.614,0.677,39.75
11/30/22 10:30,25.16,46.44,0.496,0.715,0.663,0.732,42.29
11/30/22 11:00,26.25,46.64,0.448,0.64,0.588,0.65,41.28
11/30/22 11:30,26.86,40.54,0.486,0.682,0.624,0.69,41.15
11/30/22 12:00,27.48,42.07,0.521,0.762,0.687,0.757,44.98
11/30/22 12:30,28.06,34.56,0.526,0.785,0.705,0.776,45.67
11/30/22 13:00,28.46,38.45,0.458,0.688,0.622,0.686,43.38
11/30/22 13:30,28.73,39.67,0.412,0.633,0.571,0.632,42.44
11/30/22 14:00,28.71,40.08,0.338,0.527,0.479,0.532,38.75
11/30/22 14:30,28.33,41.72,0.229,0.338,0.305,0.344,33.23
11/30/22 15:00,27.6,42.48,0.196,0.272,0.241,0.275,29.33
11/30/22 15:30,26.86,46.98,0.097,0.13,0.101,0.125,25.5
11/30/22 16:00,25.95,49.98,0.058,0.072,0.016,0.064,21.01
11/30/22 16:30,24.85,54.66,0.025,0.028,0.004,0.025,18.46
11/30/22 17:00,23.85,59.89,0.001,0,0.004,0,16.05
11/30/22 17:30,23.01,61.63,0,0,0.004,0,16.32
11/30/22 18:00,22.47,61.53,0,0,0.004,0,16.82
11/30/22 18:30,22.1,61.9,0,0,0.004,0,15.72
11/30/22 19:00,21.64,66.31,0,0,0.004,0,13.86
11/30/22 19:30,21.03,68.29,0,0,0.004,0,13.42
11/30/22 20:00,20.5,70.34,0,0,0.004,0,13.18
11/30/22 20:30,20.05,71.54,0,0,0.004,0,13.13
11/30/22 21:00,19.7,72.33,0,0,0.004,0,12.85
11/30/22 21:30,19.38,73.01,0,0,0.003,0,12.17
11/30/22 22:00,19,73.69,0,0,0.003,0,11.54
11/30/22 22:30,18.57,73.97,0,0,0.003,0,10.94
11/30/22 23:00,18.08,76.23,0,0,0.003,0,10.8
11/30/22 23:30,17.72,76.51,0,0,0.003,0,10.58
12/1/22 0:00,17.42,76.79,0,0,0.003,0,10.14
12/1/22 0:30,17.08,76.93,0,0,0.003,0,9.76
12/1/22 1:00,16.7,82.9,0,0,0.003,0,9.88
12/1/22 1:30,16.46,81.9,0,0,0.003,0,10.3
12/1/22 2:00,16.42,79.79,0,0,0.003,0,9.85
12/1/22 2:30,16.31,99.9,0,0,0.003,0,10.47
12/1/22 3:00,16.39,81.2,0,0,0.003,0,10.55
12/1/22 3:30,16.4,91.9,0,0,0.003,0,9.47
12/1/22 4:00,16.21,84.6,0,0,0.003,0,9.5
12/1/22 4:30,16.05,99.9,0,0,0.002,0,9.55
12/1/22 5:00,15.96,86,0,0,0.003,0,9.89
12/1/22 5:30,16,99.9,0,0,0.003,0,9.3
